SHEET_TYPE_TEXT,Max Num Of Chars,Dead Text,Hash Codes,,Languages,,,,,,,,,,,,,Output For All Levels,HT_File_Map_ab_cana,HT_File_Map_ab_cncl,HT_File_Map_ab_cin1,HT_File_Map_ab_cin2,HT_File_Map_ab_musm,HT_File_Map_ab_nrth,HT_File_Map_ab_sewr,HT_File_Map_ab_shop,HT_File_Map_ab_sth,HT_File_Map_ak_du6,HT_File_Map_hl_cp,HT_File_Map_hl_da2,HT_File_Map_hl_da3,HT_File_Map_hl_dng,HT_File_Map_hl_ext,HT_File_Map_hl_ws1,HT_File_Map_hl_ws2,HT_File_Map_hl_ws3,HT_File_Map_hl_rm1,HT_File_Map_lu_pala,HT_File_Map_lu_pyra,HT_File_Map_MG_Simon,HT_File_Map_mg_pairs,HT_File_Map_mg_shoot,HT_File_Map_mg_walls,HT_File_Map_mu_cast,HT_File_mum_eye,HT_File_mum_eyei,HT_File_mum_gebq,HT_File_Map_mu_htrn,HT_File_Map_mu_imp2,HT_File_mum_inch,HT_File_mum_jail,HT_File_mum_ldge,HT_File_mum_pala,HT_File_Map_mu_roto,HT_File_mum_sewr,HT_File_mum_towr,HT_File_mum_trch,HT_File_mum_trei,HT_File_mum_udng,HT_File_mum_well,HT_File_urk_4pat,HT_File_Map_ur_cast,HT_File_Map_ur_intr,HT_File_FrontEnd,HT_File_DemoMap,HT_File_Monster_Test,HT_File_Mummy_Test,HT_File_Map_cas_lowr,HT_File_BOSTest,,Game Data,,,Sound Information,,,
,,,HT_Text_Menu_Exit,,QUIT=DEMO,QUIT=DEMO,DEMO=BEENDEN,QUITTER=DÉMO,CERRAR=DEMO,ESCI=DEMO,끝내기=데모,**QUIT=DEMO*,ΕΞΟΔΟΣ=DEMO,BEIGT=DEMO,SAIR=DA=DEMO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Continue,,CONTINUE,CONTINUE,WEITER,CONTINUER,CONTINUAR,CONTINUA,계속하기,**CONTINUE*,ΣΥΝΕΧΕΙΑ,TURPINĀT,CONTINUAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Rumble,,VIBRATION==ON,VIBRATION==ON,VIBRATIONSFUNKTION==EIN,VIBRATION==OUI,VIBRACIÓN==SÍ,VIBRAZIONE==SÌ,진동==켜기,**VIBRATION==ON*,ΔΟΝΗΣΗ==ΝΑΙ,VIBRĀCIJA==IESLĒGTA,VIBRAÇÃO==SIM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_RumbleOff,,VIBRATION==OFF,VIBRATION==OFF,VIBRATIONSFUNKTION==AUS,VIBRATION==NON,VIBRACIÓN==NO,VIBRAZIONE==NO,진동==끄기,**VIBRATION==OFF*,ΔΟΝΗΣΗ==ΟΧΙ,VIBRĀCIJA==IZSLĒGTA,VIBRAÇÃO==NÃO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_StartDemo,,PLAY=DEMO,PLAY=DEMO,DEMO=ZEIGEN,JOUER=DÉMO,REPRODUCIR=DEMO,ESEGUI=DEMO,플레이=데모,**PLAY=DEMO*,ΕΚΚΙΝΗΣΗ=DEMO,SPĒLĒT=DEMO,JOGAR=DEMO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_NewGame,,NEW=GAME,NEW=GAME,NEUES=SPIEL,NOUVELLE=PARTIE,PARTIDA=NUEVA,NUOVA=PARTITA,새=게임,**NEW=GAME*,ΝΕΟ=ΠΑΙΧΝΙΔΙ,JAUNA=SPĒLE,NOVO=JOGO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Load,,LOAD=GAME,LOAD=GAME,SPIEL=LADEN,CHARGER,CARGAR=PARTIDA,CARICA=PARTITA,불러오기=게임,**LOAD=GAME*,ΦΟΡΤΩΣΗ=ΠΑΙΧΝΙΔΙΟΥ,IELĀDĒT=SPĒLI,CARREGAR=JOGO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Save,,SAVE=GAME,SAVE=GAME,SPIEL=SPEICHERN,SAUVEGARDER,GUARDAR=PARTIDA,SALVA=PARTITA,저장하기=게임,**SAVE=GAME*,ΑΠΟΘΗΚΕΥΣΗ=ΠΑΙΧΝΙΔΙΟΥ,SAGLABĀT=SPĒLI,SALVAR=JOGO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Options,,OPTIONS,OPTIONS,OPTIONEN,OPTIONS,OPCIONES,OPZIONI,옵션,**OPTIONS*,ΕΠΙΛΟΓΕΣ,OPCIJAS,OPÇÕES,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_EndGame,,END=GAME,END=GAME,SPIEL=BEENDEN,TERMINER,FIN=DE=PARTIDA,TERMINA=PARTITA,끝내기=게임,**END=GAME*,ΤΕΛΟΣ=ΠΑΙΧΝΙΔΙΟΥ,BEIGT=SPĒLI,SAIR=DO=JOGO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Screen,,SCREEN=SETTINGS,SCREEN=SETTINGS,BILDSCHIRM=EINSTELLUNGEN,PARAMÈTRES=ÉCRAN,CONFIGURAR=PANTALLA,IMPOSTAZIONI=SCHERMO,화면=설정,**SCREEN=SETTINGS*,ΕΠΙΛΟΓΕΣ=ΟΘΟΝΗΣ,EKRĀNA=IESTATĪJUMI,CONFIGURAR=TELA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Pad,,CONTROLLER=SETTINGS,CONTROLLER=SETTINGS,CONTROLLER=EINSTELLUNGEN,PARAMÈTRES=MANETTE,CONFIGURAR=CONTROLES,IMPOSTAZIONI=CONTROLLER,컨트롤러=설정,**CONTROLLER=SETTINGS*,ΕΠΙΛΟΓΕΣ=ΧΕΙΡΙΣΤΗΡΙΟΥ,VADĪBAS PULTS=IESTATĪJUMI,CONFIGURAR=CONTROLES,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Sound,,SOUND=SETTINGS,SOUND=SETTINGS,SOUND=EINSTELLUNGEN,PARAMÈTRES=SON,CONFIGURAR=SONIDO,IMPOSTAZIONI=AUDIO,소리=설정,**SOUND=SETTINGS*,ΕΠΙΛΟΓΕΣ=ΗΧΟΥ,SKAŅAS=IESTATĪJUMI,CONFIGURAR=SOM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_ScreenAdjust,,ADJUST=SCREEN,ADJUST=SCREEN,BILDSCHIRM=JUSTIEREN,RÉGLER=ÉCRAN,AJUSTAR=PANTALLA,REGOLA=SCHERMO,조정하기=화면,**ADJUST=SCREEN*,ΠΡΟΣΑΡΜΟΓΗ=ΟΘΟΝΗΣ,PIELĀGOT=EKRĀNU,AJUSTAR=TELA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_WidescreenON,,WIDESCREEN==ON,WIDESCREEN==ON,WIDESCREEN==EIN,ÉCRAN LARGE==OUI,PANORÁMICA==SÍ,WIDESCREEN==SÌ,와이드스크린==켜기,**WIDESCREEN==ON*,ΕΥΡΕΙΑ=ΟΘΟΝΗ==ΝΑΙ,PLATEKRĀNS==IESLĒGTS,WIDESCREEN==SIM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_WidescreenOFF,,WIDESCREEN==OFF,WIDESCREEN==OFF,WIDESCREEN==AUS,ÉCRAN LARGE==NON,PANORÁMICA==NO,WIDESCREEN==NO,와이드스크린==끄기,**WIDESCREEN==OFF*,ΕΥΡΕΙΑ=ΟΘΟΝΗ==ΟΧΙ,PLATEKRĀNS==IZSLĒGTS,WIDESCREEN==NÃO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Volume,,VOLUME,VOLUME,LAUTSTÄRKE,VOLUME,VOLUMEN,VOLUME,볼륨,**VOLUME*,ΕΝΤΑΣΗ,SKAŅA,VOLUME,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_SoundFX,,SOUND=FX,SOUND=FX,SOUNDEFFEKTE,SON=EFFETS,EFECTOS=DE=SONIDO,EFFETTI=SONORI,소리=효과음,**SOUND=FX*,ΕΦΕ=ΗΧΟΥ,SKAŅAS=EFEKTI,EFEITOS=SONOROS,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Music,,MUSIC,MUSIC,MUSIK,MUSIQUE,MÚSICA,MUSICA,음악,**MUSIC*,ΜΟΥΣΙΚΗ,MŪZIKA,MÚSICA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_SurroundON,,SURROUND,SURROUND,SURROUND,SURROUND,SURROUND,SURROUND,서라운드,**SURROUND*,SURROUND,SORROUND,SURROUND,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_SurroundOFF,,STEREO,STEREO,STEREO,STÉRÉO,ESTÉREO,STEREO,스테레오,**STEREO*,STEREO,STEREO,ESTÉREO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Mono,,MONO,MONO,MONO,MONO,MONO,MONO,모노,**MONO*,MONO,MONO,MONO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Videos,,VIDEOS,VIDEOS,VIDEOS,VIDÉOS,VÍDEOS,VIDEO,영상,**VIDEOS*,ΒΙΝΤΕΟ,VIDEOKLIPI,VÍDEOS,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_QuitLevel,,QUIT=LEVEL,QUIT=LEVEL,LEVEL=BEENDEN,QUITTER=NIVEAU,SALIR=DE=NIVEL,ESCI DAL=LIVELLO,끝내기=레벨,**QUIT=LEVEL*,ΕΞΟΔΟΣ=ΕΠΙΠΕΔΟΥ,BEIGT=LĪMENI,SAIR=DO=NÍVEL,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_NTSC,,FRAME=RATE==60,FRAME=RATE==60,FRAME=RATE==60,TAUX=RAFRAÎCHISSEMENT==60,FRECUENCIA==60,FREQUENZA=FOTOGRAMMI==60,프레임=레이트==60,**FRAME=RATE==60*,ΡΥΘΜΟΣ=ΚΑΡΕ==60,RĀMJI=SEKUNDĒ==60,TAXA=DE=QUADROS==60,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_PAL,,FRAME=RATE==50,FRAME=RATE==50,FRAME=RATE==50,TAUX=RAFRAÎCHISSEMENT==50,FRECUENCIA==50,FREQUENZA=FOTOGRAMMI==50,프레임=레이트==50,**FRAME=RATE==50*,ΡΥΘΜΟΣ=ΚΑΡΕ==50,RĀMJI=SEKUNDĒ==50,TAXA=DE=QUADROS==50,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_QuitQuestion,,Quit game? ,Quit game? ,Spiel beenden? ,Quitter?,¿Abandonar partida? ,Esci dal gioco?,게임을 끝내겠습니까? ,**Quit game? *,Έξοδος;,Beigt spēli?,Sair do jogo?,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Paused,,PAUSE,PAUSE,PAUSE,PAUSE,PAUSA,PAUSA,정지,**PAUSE*,ΠΑΥΣΗ,PAUZE,PAUSA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_QuitLevQuestion,,Quit level?,Quit level?,Level beenden?,Quitter?,¿Abandonar nivel?,Esci dal livello?,레벨을 끝내겠습니까?,**Quit level?*,Έξοδος;,Beigt līmeni?,Sair do nível?,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_StartGame,,Start Game,Start Game,Spiel starten,Commencer,Iniciar partida,Avvia partita,게임 시작,**Start Game*,Έναρξη Παιχνιδιού,Sākt Spēli,Começar Jogo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_SaveOver,,Save over this game,Save over this game,Diesen Spielstand überschreiben,Sauvegarder dessus,Guardar durante la partida,Salva su questa partita,이 게임을 덮어서 저장하기,**Save over this game*,Αποθήκευση παιχνιδιού,Saglabāt pāri šai spēlei,Substituir este jogo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_UseSlot,,Use this slot,Use this slot,Diesen Speicherplatz benutzen,Utiliser ce fichier,Usar esta ranura,Usa questo slot,이 슬롯을 사용,**Use this slot*,Χρησιμοποίηση αυτής της θύρας,Izmantot šo ligzdu,Utilizar este espaço,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_LoadGame,,Load this game,Load this game,Dieses Spiel laden,Charger,Cargar esta partida,Carica questa partita,이 게임을 불러오기,**Load this game*,Φόρτωση αυτού του παιχνιδιού,Ielādēt šo spēli,Carregar este jogo,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_EmptySlot,,[ empty ],[ empty ],[ leer ],[ vide ],[ vacía ],[ vuoto ],[ 비어있음 ],**[ empty ]*,[ άδειο ],[ tukšs ],[ vazio ],,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_CorruptSlot,,[ corrupt ],[ corrupt ],[ defekt ],[ corrompu ],[ dañada ],[ danneggiato ],[ 손상됨 ],**[ corrupt ]*,[ αλλοιωμένο],[ koruptēts ],[ corrompido ],,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Scarabs,, Scarabs, Scarabs, Skarabäen, Scarabées, Skarabs, Scarabei, 스캐럽,** Scarabs*,Σκαραβαίοι, Skarabejas, Káraves,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_InvertON,,INVERT=CAMERA==ON,INVERT=CAMERA==ON,KAMERA=UMKEHREN==EIN,INVERSER=CAMÉRA==OUI,INVERTIR=CÁMARA==SÍ,INVERTI=TELECAMERA==SÌ,뒤집기=카메라==켜기,**INVERT=CAMERA==ON*,ΑΝΤΙΣΤΡΟΦΗ=ΚΑΜΕΡΑΣ==ΝΑΙ,APGRIEZTĀ=KAMERA==IESLĒGTA,INVERTER=CÂMERA==SIM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_InvertOFF,,INVERT=CAMERA==OFF,INVERT=CAMERA==OFF,KAMERA=UMKEHREN==AUS,INVERSER=CAMÉRA==NON,INVERTIR=CÁMARA==NO,INVERTI=TELECAMERA==NO,뒤집기=카메라==끄기,**INVERT=CAMERA==OFF*,ΑΝΤΙΣΤΡΟΦΗ=ΚΑΜΕΡΑΣ==ΟΧΙ,APGRIEZTĀ=KAMERA==IZSLĒGTA,INVERTER=CÂMERA==NÃO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_SwapXYON,,SWAP=CAMERA=X==ON,SWAP=CAMERA=X==ON,KAMERA=X=TAUSCHEN==EIN,PERMUTER=CAMÉRA=X==OUI,CAMBIAR=CÁMARA=X==SÍ,COMMUTA=TELECAMERA=X==SÌ,바꾸기=카메라=X==켜기,**SWAP=CAMERA=X==ON*,ΑΛΛΑΓΗ=ΚΑΜΕΡΑΣ=Χ==ΝΑΙ,NOMAINĪT=KAMERU=X==IESLĒGTS,TROCAR=CÂMERA=X==SIM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_SwapXYOFF,,SWAP=CAMERA=X==OFF,SWAP=CAMERA=X==OFF,KAMERA=X=TAUSCHEN==AUS,PERMUTER=CAMÉRA=X==NON,CAMBIAR=CÁMARA=X==NO,COMMUTA=TELECAMERA=X==NO,바꾸기=카메라=X==끄기,**SWAP=CAMERA=X==OFF*,ΑΛΛΑΓΗ=ΚΑΜΕΡΑΣ=Χ==ΟΧΙ,NOMAINĪT=KAMERU=X==IZSLĒGTS,TROCAR=CÂMERA=X==NÃO,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Cancel,,CANCEL,CANCEL,ABBRUCH,ANNULER,CANCELAR,ANNULLA,취소,**CANCEL*,ΑΚΥΡΩΣΗ,ATCELT,CANCELAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HT_Text_Menu_Reset,,RESET,RESET,ZURÜCKSETZEN,RÉINITIALISER,RESTAURAR,RIPRISTINA,초기화,**RESET*,ΕΠΑΝΑΦΟΡΑ,RESTARTĒT,RESTAURAR,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
